,wiktionaryDumpVersion,translationsWithNoGloss,translationsWithSenseNumberAndTextualGloss,translationsWithSenseNumber,translationsWithTextualGloss,dataSet,observationLanguage,type
0,2021-05-01,225960,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,mg,http://purl.org/linked-data/cube#Observation
0,2021-05-20,225960,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,mg,http://purl.org/linked-data/cube#Observation
0,2021-06-01,225960,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,mg,http://purl.org/linked-data/cube#Observation
0,2020-07-01,59815,0,0,217210,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-07-20,55230,0,0,166004,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-08-01,55221,0,0,166046,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-08-20,55154,0,0,166177,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-06-01,56588,0,0,170639,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-07-01,323,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-07-20,323,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-08-01,323,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-08-20,322,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-09-01,322,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-09-20,321,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-10-01,321,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-10-20,323,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-11-01,324,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-11-20,319,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-12-01,319,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-12-20,319,0,0,161,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-01-01,319,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-01-20,319,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-02-01,320,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-02-20,318,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-03-01,318,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-03-20,317,0,0,157,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-04-01,299,0,0,159,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-04-20,298,0,0,159,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-05-01,299,0,0,159,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2021-05-20,299,0,0,159,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,no,http://purl.org/linked-data/cube#Observation
0,2020-09-01,55125,0,0,166201,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-09-20,55176,0,0,166440,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-10-01,55192,0,0,166461,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-10-20,55244,0,0,166609,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-11-01,55235,0,0,166911,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-11-20,55314,0,0,167234,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-12-01,55396,0,0,167331,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-12-20,55425,0,0,167520,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-01-01,55522,0,0,167919,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-01-20,55640,0,0,168365,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-02-01,55683,0,0,168572,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-02-20,55826,0,0,168801,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-03-01,55834,0,0,168865,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-03-20,55861,0,0,168996,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-04-01,55909,0,0,169294,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-04-20,55993,0,0,169565,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-05-01,56022,0,0,169815,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2021-05-20,56066,0,0,170026,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,nl,http://purl.org/linked-data/cube#Observation
0,2020-07-01,227145,72034,5937,6417,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-07-20,227429,72038,5942,6418,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-08-01,227504,72053,5949,6417,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-08-20,228017,72065,5923,6421,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-09-01,228064,72074,5924,6422,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-09-20,228055,72075,5924,6488,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-10-01,228138,71969,5926,6490,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-10-20,228347,71970,5905,6490,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-11-01,228575,72095,5905,6490,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-11-20,228477,72098,5854,6490,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-12-01,228591,72150,5854,6490,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-12-20,227857,72302,5853,6648,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-01-01,228211,72324,5855,6649,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-01-20,228066,70791,5853,6649,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-02-01,228162,70933,5853,6649,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-02-20,228178,71003,6037,6736,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-03-01,228339,70948,6036,6804,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-03-20,228801,70725,6064,6815,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-04-01,228975,70716,6088,6756,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-04-20,227978,70750,6085,6761,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-05-01,228006,70323,6086,6472,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-05-20,228073,70409,6107,6604,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2021-06-01,228453,70570,6094,6604,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pt,http://purl.org/linked-data/cube#Observation
0,2020-07-01,100595,4,0,33887,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-07-20,101094,4,0,34389,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-08-01,101131,4,0,34710,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-08-20,101746,4,0,34827,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-09-01,102043,4,0,35024,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-09-20,102615,4,0,35164,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-10-01,102711,4,0,35346,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-10-20,103487,4,0,35152,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-06-01,103995,27,0,42866,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-07-01,2,0,522582,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-07-20,2,0,524809,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-08-01,2,0,526406,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-08-20,2,0,528879,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-09-01,2,0,530071,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-09-20,2,0,532537,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-10-01,2,0,534091,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-10-20,2,0,536943,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-11-01,2,0,538343,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-11-20,2,0,541478,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-12-01,2,0,543075,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-12-20,2,0,546637,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-01-01,2,0,548379,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-01-20,2,0,552202,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-02-01,2,0,554321,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-02-20,2,0,557170,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-03-01,2,0,558350,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-03-20,2,0,560954,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-04-01,2,0,562142,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-04-20,2,0,564645,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-05-01,2,0,566075,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-05-20,2,0,568432,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2021-06-01,2,0,569586,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,pl,http://purl.org/linked-data/cube#Observation
0,2020-07-01,66492,0,0,229402,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-07-20,66706,0,0,231078,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-08-01,66825,0,0,232048,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-08-20,67135,0,0,233633,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-09-01,67339,0,0,234794,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-09-20,67542,0,0,236120,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-10-01,67633,0,0,237223,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-10-20,67828,0,0,238525,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-11-01,68041,0,0,239740,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-11-20,68222,0,0,241273,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-12-01,68255,0,0,241811,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-12-20,68365,0,0,243005,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-06-01,69699,0,0,253907,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2020-11-01,103751,4,0,35147,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-11-20,103882,4,0,35448,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-12-01,103747,4,0,36102,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-12-20,103544,4,0,37289,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-01-01,103572,4,0,37918,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-01-20,103736,4,0,38686,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-02-01,103851,4,0,39200,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-02-20,104485,4,0,39890,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-03-01,104767,4,0,40070,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-03-20,104624,27,0,40542,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-04-01,104335,27,0,41021,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-04-20,103963,27,0,41934,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-05-01,104038,27,0,42292,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2021-05-20,104296,27,0,42424,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,tr,http://purl.org/linked-data/cube#Observation
0,2020-07-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-07-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-08-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-08-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-09-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-09-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-10-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-10-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-11-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-11-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-12-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2020-12-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-01-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-01-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-02-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-02-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-03-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-03-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-04-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-04-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-05-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-05-20,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-06-01,606,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sh,http://purl.org/linked-data/cube#Observation
0,2021-01-01,68400,0,0,243538,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-01-20,68505,0,0,244638,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-02-01,68621,0,0,245122,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-02-20,68677,0,0,246151,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-03-01,68748,0,0,246767,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-03-20,68888,0,0,248152,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-04-01,68976,0,0,248696,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-04-20,69141,0,0,250264,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-05-01,69112,0,0,251065,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
0,2021-05-20,69495,0,0,253020,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,sv,http://purl.org/linked-data/cube#Observation
